Fichier_Embeddings_Filtrés,Solution_optimale,Meilleur_fitness,Dimensions_depart,Nombre d'éléments,Nombre_voisins,Nombre_itérations,epsilon,beta,alpha,Temps d'exécution,Dimensions_supprimées
embeddings_filtrés(result_L-YP-130_100d)(13).txt,"[False, True, False, True, False, False, True, False, False, True, True, False, False, False, True, True, True, True, False, True, False, True, False, False, True, False, True, False, True, True, True, True, False, True, True, True, False, False, False, True, True, False, True, False, True, True, False, True, False, False, True, False, True, False, True, False, False, False, False, False, False, False, True, False, True, False, False, False, False, True, False, False, False, True, True, False, False, True, False, False, True, True, False, False, False, False, True, True, True, True, False, True, True, False, False, True, True, False, True, False]",23.119082098592862,100,147,20,10,0.001,0.5,0.5,236.73673558235168,54
embeddings_filtrés(result_L-YP-130_100d)(14).txt,"[False, False, False, True, False, True, True, False, False, True, True, False, False, False, True, True, True, True, True, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, True, False, False, True, True, True, True, False, False, True, False, False, False, False, True, False, True, False, True, False, True, False, False, False, False, False, True, False, True, False, False, False, False, True, False, False, True, True, True, False, False, False, False, False, False, True, False, True, False, False, False, True, True, True, False, True, True, True, True, True, False, True, True, False]",18.60479396142018,100,147,20,10,0.001,0.6000000000000001,0.5,236.8096001148224,54
embeddings_filtrés(result_L-YP-130_100d)(15).txt,"[False, False, False, True, False, False, True, True, False, True, True, False, False, False, True, True, True, True, False, True, True, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, True, False, True, False, True, False, False, False, False, False, True, False, True, True, True, True, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, True, False, True, True, True, False, True, True, False, False, True, False, False, True, False]",14.086778305842877,100,147,20,10,0.001,0.7000000000000002,0.5,236.4785933494568,54
embeddings_filtrés(result_L-YP-130_100d)(16).txt,"[False, False, False, True, True, False, True, False, False, True, True, False, False, True, True, True, True, True, False, True, False, True, False, False, True, True, False, False, False, True, True, True, False, True, True, False, True, False, False, True, True, True, True, True, False, True, False, False, True, False, True, False, True, True, True, False, False, False, True, False, False, False, True, False, True, False, False, False, False, True, False, False, False, True, True, False, False, False, False, True, False, True, False, False, False, False, False, True, True, True, False, True, True, False, False, True, False, False, True, False]",32.15169341161122,100,147,20,10,0.001,0.3,0.6000000000000001,236.47604322433472,54
embeddings_filtrés(result_L-YP-130_100d)(17).txt,"[False, True, False, True, False, False, True, False, True, True, True, False, False, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, True, True, True, True, False, True, True, False, False, False, False, True, True, True, True, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False, False, True, False, True, False, False, True, False, True, False, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, True, True, True, True, True, True, True, True, False, True, False, False, True, False]",27.632550181716525,100,147,20,10,0.001,0.4,0.6000000000000001,243.96928787231445,54
embeddings_filtrés(result_L-YP-130_100d)(18).txt,"[False, True, False, True, False, True, True, False, False, True, True, False, False, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, True, False, False, False, True, True, False, True, False, False, True, False, False, True, False, True, False, True, True, True, False, False, False, True, False, False, False, True, False, True, False, False, True, False, True, True, False, True, True, True, False, False, False, False, False, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, True, False, False, True, False]",23.119268474513092,100,147,20,10,0.001,0.5,0.6000000000000001,250.43511652946472,54
embeddings_filtrés(result_L-YP-130_100d)(19).txt,"[True, True, False, True, False, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, False, False, False, True, True, False, True, True, False, True, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False, True, True, False, True, False, False, False, False, True, False, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, False, True, True, True, False, True, True, False, False, True, True, True, True, False]",18.603153853322148,100,147,20,10,0.001,0.6000000000000001,0.6000000000000001,266.45014357566833,54
embeddings_filtrés(result_L-YP-130_100d)(20).txt,"[False, False, False, True, False, False, True, False, False, True, True, False, True, False, True, True, True, True, True, True, True, True, False, False, True, False, True, False, False, True, True, True, False, True, True, False, False, False, False, True, True, True, True, False, False, True, False, False, False, False, True, False, True, False, True, False, True, False, False, False, False, False, True, False, True, False, False, False, False, True, False, False, False, True, True, False, False, True, False, False, False, True, False, False, False, False, False, True, True, True, False, True, True, True, False, True, True, False, True, True]",14.086778305842877,100,147,20,10,0.001,0.7000000000000002,0.6000000000000001,287.3296570777893,54
embeddings_filtrés(result_L-YP-130_100d)(21).txt,"[False, False, False, True, False, False, True, False, False, True, True, False, False, False, True, True, True, True, False, True, False, True, True, False, True, False, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True, False, True, False, True, True, False, False, False, True, True, False, True, False, True, False, True, False, False, False, False, False, True, False, True, False, True, False, True, True, False, False, False, True, True, False, False, False, False, False, False, True, False, True, False, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False]",32.14686627527723,100,147,20,10,0.001,0.3,0.7000000000000002,277.35855293273926,54
embeddings_filtrés(result_L-YP-130_100d)(22).txt,"[False, True, False, True, False, False, True, False, False, True, True, False, True, False, True, True, True, True, False, True, False, True, False, True, True, False, False, False, False, True, True, True, False, True, True, True, False, True, False, True, True, False, True, False, False, True, False, True, False, False, True, True, True, False, True, True, False, False, False, False, False, False, True, False, True, False, False, False, False, True, True, False, False, True, True, True, False, False, False, False, False, True, False, False, False, False, False, True, True, True, False, True, True, False, False, True, False, False, True, False]",27.6342275649986,100,147,20,10,0.001,0.4,0.7000000000000002,276.11114835739136,54
embeddings_filtrés(result_L-YP-130_100d)(23).txt,"[False, False, False, True, False, True, True, False, True, True, True, False, False, False, True, True, True, True, False, True, False, True, False, True, True, False, False, True, False, True, True, True, False, True, True, False, False, False, False, True, True, False, True, False, False, True, False, False, False, True, True, False, True, False, True, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True, False, False, False, True, True, True, False, False, False, True, False, True, False, False, True, False, False, True, True, True, False, True, True, False, False, True, False, False, True, True]",23.11889572267263,100,147,20,10,0.001,0.5,0.7000000000000002,279.4991366863251,54
embeddings_filtrés(result_L-YP-130_100d)(24).txt,"[False, True, False, True, False, False, True, False, False, True, True, False, True, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, True, False, True, True, True, False, True, False, False, True, False, False, False, False, True, False, True, False, True, True, False, True, False, False, True, False, True, False, True, False, False, False, False, True, False, False, False, True, True, True, False, False, False, True, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, True, False, False, True, False]",18.603787531450934,100,147,20,10,0.001,0.6000000000000001,0.7000000000000002,281.3413770198822,54
embeddings_filtrés(result_L-YP-130_100d)(25).txt,"[False, True, False, True, False, False, True, False, False, True, True, False, False, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, False, False, False, True, True, False, True, True, False, True, False, False, False, True, True, True, True, True, True, False, True, False, True, False, False, False, True, False, True, False, False, False, False, True, False, True, False, True, True, False, True, False, False, False, False, True, False, False, False, False, False, True, True, True, False, True, True, False, False, True, True, False, True, False]",14.086331003634323,100,147,20,10,0.001,0.7000000000000002,0.7000000000000002,286.06392908096313,54
