Fichier_Embeddings_Filtrés,Solution_optimale,Meilleur_fitness,Dimensions_depart,Nombre d'éléments,Nombre_voisins,Nombre_itérations,epsilon,beta,alpha,Temps d'exécution,Dimensions_supprimées
embeddings_filtrés(result_C-MTurk-287_100d)(11).txt,"[False, False, False, False, False, False, True, True, False, True, False, True, True, True, True, False, False, True, True, True, False, False, False, False, True, False, True, False, True, True, False, False, False, True, False, False, True, False, False, False, False, False, False, True, False, True, False, False, True, False, False, True, False, True, False, False, False, False, True, False, True, False, True, True, False, False, True, False, False, False, True, False, True, True, True, False, True, False, True, False, False, False, False, False, False, False, True, False, False, True, False, True, True, True, False, True, False, True, False, False]",27.33458429308416,100,499,20,10,0.001,0.3,0.5,2840.207491159439,61
embeddings_filtrés(result_C-MTurk-287_100d)(12).txt,"[False, False, False, False, False, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, True, False, True, False, True, True, False, False, False, False, False, True, True, False, False, False, True, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, True, False, True, False, True, False, True, False, False, False, True, False, False, True, True, False, True, True, False, False, True, True, True, False, False, False, False, True, False, True, False, False, True, True, True, False, False, True, True, True, False, True, False, False]",23.516738247579497,100,499,20,10,0.001,0.4,0.5,2840.331463098526,61
embeddings_filtrés(result_C-MTurk-287_100d)(13).txt,"[False, False, True, True, False, True, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, True, False, True, False, True, True, False, True, False, False, False, False, True, False, True, False, True, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, False, True, False, True, False, True, False, False, False, True, False, False, False, True, False, True, True, False, True, True, False, True, False, False, False, False, True, False, False, False, False, False, True, False, False, True, True, False, True, False, True, False, False]",19.700598425767197,100,499,20,10,0.001,0.5,0.5,2838.476902961731,61
embeddings_filtrés(result_C-MTurk-287_100d)(14).txt,"[False, False, True, False, True, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, True, True, False, True, False, True, True, True, True, False, False, True, False, False, False, True, False, False, False, True, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, True, False, True, False, True, False, True, False, False, False, True, False, False, False, True, True, True, True, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, True, False, True, False, False]",15.880904507810799,100,499,20,10,0.001,0.6000000000000001,0.5,2845.057483434677,61
embeddings_filtrés(result_C-MTurk-287_100d)(15).txt,"[False, True, False, False, False, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, True, True, False, True, False, True, True, False, True, False, False, False, False, True, False, False, False, True, True, False, True, False, False, True, False, True, False, True, True, True, True, False, False, False, False, True, False, True, False, True, False, False, False, True, False, False, False, True, False, True, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, True, False, True, False, False]",12.063475360359265,100,499,20,10,0.001,0.7000000000000002,0.5,2841.9427597522736,61
embeddings_filtrés(result_C-MTurk-287_100d)(16).txt,"[False, True, False, True, False, False, True, True, False, True, True, True, True, True, False, False, False, False, True, True, False, False, False, False, True, False, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, True, False, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, False, True, False, True, False, False]",27.333998382306778,100,499,20,10,0.001,0.3,0.6000000000000001,2838.5135593414307,61
embeddings_filtrés(result_C-MTurk-287_100d)(17).txt,"[False, False, False, True, False, False, True, True, False, True, False, True, True, True, False, False, False, True, True, True, False, False, True, False, True, False, True, False, True, True, False, False, False, False, True, False, True, False, False, False, False, False, False, True, False, False, True, False, True, False, True, False, False, True, False, False, True, False, True, True, True, False, True, False, True, False, True, False, False, False, True, False, True, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, True, False, False, True, False, True, False, True, False, False]",23.516409880000964,100,499,20,10,0.001,0.4,0.6000000000000001,2842.6210000514984,61
embeddings_filtrés(result_C-MTurk-287_100d)(18).txt,"[False, False, False, False, True, False, True, True, True, True, False, True, True, True, False, False, False, False, True, True, False, True, False, False, True, False, True, False, True, True, False, False, False, False, True, False, True, False, False, False, False, False, False, True, False, True, False, True, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, True, True, False, False, False, True, False, True, True, False, True, True, False, True, False, True, False, False, False, False, False, False, False, False, True, True, False, False, True, False, True, False, True, False, False]",19.698417356801958,100,499,20,10,0.001,0.5,0.6000000000000001,2848.32031750679,61
embeddings_filtrés(result_C-MTurk-287_100d)(19).txt,"[False, False, False, False, False, True, True, True, False, True, False, True, True, True, False, False, True, False, True, True, False, False, False, False, True, False, True, False, True, True, False, False, False, True, False, False, True, False, False, True, False, False, False, True, False, False, False, False, True, False, False, False, False, True, True, True, False, False, True, False, True, False, True, True, False, False, True, False, False, False, True, False, True, True, False, False, True, False, True, False, False, False, False, True, False, False, False, True, False, True, False, False, False, True, True, True, False, True, False, False]",15.882697652332773,100,499,20,10,0.001,0.6000000000000001,0.6000000000000001,2833.8534936904907,61
embeddings_filtrés(result_C-MTurk-287_100d)(20).txt,"[False, False, False, False, False, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, True, False, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, False, False, True, False, True, False, True, True, False, True, False, False, True, False, False, False, True, True, False, True, False, True, False, False, False, True, False, False, True, True, False, True, True, False, False, True, False, True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, True, False, True, True, True, True, False]",12.063407755269568,100,499,20,10,0.001,0.7000000000000002,0.6000000000000001,2843.406173467636,61
embeddings_filtrés(result_C-MTurk-287_100d)(21).txt,"[False, False, False, False, False, False, True, True, True, True, False, True, True, True, False, False, False, False, True, True, True, False, True, False, True, False, True, False, True, True, True, True, False, True, False, False, True, False, False, False, True, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, True, False, False, True, False, True, True, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, True, False, True, False, False]",27.334663165688806,100,499,20,10,0.001,0.3,0.7000000000000002,2924.580864906311,61
embeddings_filtrés(result_C-MTurk-287_100d)(22).txt,"[False, False, True, False, False, False, True, True, False, True, False, True, True, True, True, False, False, False, True, True, False, False, False, False, True, False, True, True, True, True, False, True, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, False, False, False, True, False, True, True, True, False, True, False, True, True, False, False, False, False, False, False, False, True, False, True, True, False, True, True, False, True, False, True, True, False]",23.51567105294927,100,499,20,10,0.001,0.4,0.7000000000000002,2930.6739943027496,61
embeddings_filtrés(result_C-MTurk-287_100d)(23).txt,"[True, False, False, True, False, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, True, True, False, True, False, True, True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, False, False, False, True, False, False, False, False, True, False, False, False, False, True, True, True, True, True, False, False, False, True, True, False, False, True, False, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, False, True, False, False]",19.69965275933393,100,499,20,10,0.001,0.5,0.7000000000000002,2841.1894838809967,61
embeddings_filtrés(result_C-MTurk-287_100d)(24).txt,"[False, True, False, False, False, True, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, True, True, False, True, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, False, False, False, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, True, False, False, True, False, False, False, True, False, True, False, True, False, False]",15.88170611101721,100,499,20,10,0.001,0.6000000000000001,0.7000000000000002,2849.807605981827,61
embeddings_filtrés(result_C-MTurk-287_100d)(25).txt,"[False, True, False, False, False, False, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, True, False, True, False, True, True, True, True, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, True, True, True, False, False, False, True, False, True, True, False, False, True, False, True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, True, False, True, False, True, False, True]",12.062683415022809,100,499,20,10,0.001,0.7000000000000002,0.7000000000000002,2837.650740623474,61
